"Species","Genus","Family","species.relative","genus.relative"
"Nectandra sp17","Nectandra","Lauraceae",,
"Rhamnidium elaeocarpum","Rhamnidium","Rhamnaceae",,
"Miconia GAT1158","Miconia","Melastomataceae",,
"Platymiscium sp1","Platymiscium","Fabaceae",,
"Mikania amazonica","Mikania","Asteraceae",,
"Scutia buxifolia","Scutia","Rhamnaceae",,
"Pouteria sp9","Pouteria","Sapotaceae",,
"Machaerium inundatum","Machaerium","Fabaceae",,
"Orthaea weberbauerii","Orthaea","Ericaceae",,
"Psychotria MJM3970","Psychotria","Rubiaceae",,
"Calyptranthes ILR280","Calyptranthes","Myrtaceae",,
"Ficus paraensis","Ficus","Moraceae",,
"Talauma amazonica","Talauma","Magnoliaceae",,
"Citronella ilicifolia","Citronella","Cardiopteridaceae",,
"Seguieria macrophylla","Seguieria","Petiveriaceae",,
"Machaerium subrhombiforme","Machaerium","Fabaceae",,
"Eugenia sp3","Eugenia","Myrtaceae",,
"Cordia mexiana","Cordia","Boraginaceae",,
"Dyospiros sp1","Dyospiros","Ebenaceae",,
"Aegiphila buchtienii","Aegiphila","Lamiaceae",,
"Ocotea sp5","Ocotea","Lauraceae",,
"Meriania sp1","Meriania","Melastomataceae",,
"Xylopia ligustrifolia","Xylopia","Annonaceae",,
"Alseis TMG160","Alseis","Rubiaceae",,
"Miconia LC675","Miconia","Melastomataceae",,
"Talisia sp1","Talisia","Sapindaceae",,
"Alseis DDQ224","Alseis","Rubiaceae",,
"Orthosia guilleminiana","Orthosia","Apocynaceae",,
"Citrus maxima","Citrus","Rutaceae",,
"Podocarpus macrostachys","Podocarpus","Podocarpaceae",,
"Miconia sp70","Miconia","Melastomataceae",,
"Prunus LC4596","Prunus","Rosaceae",,
"Ilex kunthiana","Ilex","Aquifoliaceae",,
"Rollinia mucosa","Rollinia","Annonaceae",,
"Licania macrocarpa","Licania","Chrysobalanaceae",,
"Schizolobium parahyba","Schizolobium","Fabaceae",,
"Maripa axilliflora","Maripa","Convolvulaceae",,
"Markea ulei","Markea","Solanaceae",,
"Ormosia grandiflora","Ormosia","Fabaceae",,
"Columnea GAT785","Columnea","Gesneriaceae",,
"Mikania hookeriana","Mikania","Asteraceae",,
"Perrottetia multiflora","Perrottetia","Dipentodontaceae",,
"Ferdinandusa guainiae","Ferdinandusa","Rubiaceae",,
"Aegiphila triflora","Aegiphila","Lamiaceae",,
"Casearia FB306","Casearia","Salicaceae",,
"Miconia MJM4612","Miconia","Melastomataceae",,
"Ficus gomelleira","Ficus","Moraceae",,
"Persea sp6","Persea","Lauraceae",,
"Ilex imbricata","Ilex","Aquifoliaceae",,
"Phenakospermum guyannense","Phenakospermum","Strelitziaceae",,
"Bellucia aequiloba","Bellucia","Melastomataceae",,
"Coussarea hirticalyx","Coussarea","Rubiaceae",,
"Endlicheria sp13","Endlicheria","Lauraceae",,
"Myrcia sp9","Myrcia","Myrtaceae",,
"Psychotria FB310","Psychotria","Rubiaceae",,
"Nicotiana tomentosa","Nicotiana","Solanaceae",,
"Adelobotrys adscendens","Adelobotrys","Melastomataceae",,
"Hesperomeles sp2","Hesperomeles","Rosaceae",,
"Eugenia MJM6621","Eugenia","Myrtaceae",,
"Dioclea BNA791","Dioclea","Fabaceae",,
"Ficus sp8","Ficus","Moraceae",,
"Munnozia senecionidis","Munnozia","Asteraceae",,
"Diplopterys lutea","Diplopterys","Malpighiaceae",,
"Cestrum GAT2995","Cestrum","Solanaceae",,
"Paullinia GAT2306","Paullinia","Sapindaceae",,
"Couratari guianensis","Couratari","Lecythidaceae",,
"Sphaeropteris quindiuensis","Sphaeropteris","Cyatheaceae",,
"Fridericia chica","Fridericia","Bignoniaceae",,
"Miconia MJM5114","Miconia","Melastomataceae",,
"Persea sp4","Persea","Lauraceae",,
"Pouteria AEC357","Pouteria","Sapotaceae",,
"Paypayrola APC31","Paypayrola","Violaceae",,
"Ruagea AM3480","Ruagea","Meliaceae",,
"Paullinia LC79","Paullinia","Sapindaceae",,
"Monnina bridgesii","Monnina","Polygalaceae",,
"Weinmannia GAT2814","Weinmannia","Cunoniaceae",,
"Banisteriopsis longialata","Banisteriopsis","Malpighiaceae",,
"Stigmaphyllon cardiophyllum","Stigmaphyllon","Malpighiaceae",,
"Hirtella sp2","Hirtella","Chrysobalanaceae",,
"Maytenus sp3","Maytenus","Celastraceae",,
"Myrcia minutiflora","Myrcia","Myrtaceae",,
"Mandevilla glandulosa","Mandevilla","Apocynaceae",,
"Hieronyma sp1","Hieronyma","Euphorbiaceae",,
"Mikania AF9058","Mikania","Asteraceae",,
"Cathedra acuminata","Cathedra","Olacaceae",,
"Parkia velutina","Parkia","Fabaceae",,
"Trattinnickia glaziovii","Trattinnickia","Burseraceae",,
"Piper sp5","Piper","Piperaceae",,
"Psychotria sp1","Psychotria","Rubiaceae",,
"Clethra castaneifolia","Clethra","Clethraceae",,
"Bathysa peruviana","Bathysa","Rubiaceae",,
"Psychotria steinbachii","Psychotria","Rubiaceae",,
"Bellucia strigosa","Bellucia","Melastomataceae",,
"Thibaudia macrocalyx","Thibaudia","Ericaceae",,
"Ocotea sp24","Ocotea","Lauraceae",,
"Nectandra APC249","Nectandra","Lauraceae",,
"Cordia AF18435","Cordia","Boraginaceae",,
"Prunus DC214B","Prunus","Rosaceae",,
"Dilodendron elegans","Dilodendron","Sapindaceae",,
"Zygia sp","Zygia","Fabaceae",,
"Pentacalia sp4","Pentacalia","Asteraceae",,
"Perebea GAT1865","Perebea","Moraceae",,
"Miconia sp56","Miconia","Melastomataceae",,
"Xylosma LC2867","Xylosma","Salicaceae",,
"Nectandra sp20","Nectandra","Lauraceae",,
"Paullinia spicata","Paullinia","Sapindaceae",,
"Desmoscelis calcarata","Desmoscelis","Melastomataceae",,
"Miconia MCM1275","Miconia","Melastomataceae",,
"Piper semimetrale","Piper","Piperaceae",,
"Nectandra FB2","Nectandra","Lauraceae",,
"Ladenbergia sp2","Ladenbergia","Rubiaceae",,
"Oreopanax sp","Oreopanax","Araliaceae",,
"Senegalia macbridei","Senegalia","Fabaceae",,
"Mollinedia steinbachiana","Mollinedia","Monimiaceae",,
"Zanthoxylum caribaeum","Zanthoxylum","Rutaceae",,
"Coussapoa RS9346","Coussapoa","Urticaceae",,
"Acalypha hibiscifolia","Acalypha","Euphorbiaceae",,
"Aegiphila boliviana","Aegiphila","Lamiaceae",,
"Baccharis mandonii","Baccharis","Asteraceae",,
"Pouteria LC6325","Pouteria","Sapotaceae",,
"Sloanea laurifolia","Sloanea","Elaeocarpaceae",,
"Protium sp1","Protium","Burseraceae",,
"Endlicheria pyriformis","Endlicheria","Lauraceae",,
"Centropogon mandonis","Centropogon","Campanulaceae",,
"Ocotea sp13","Ocotea","Lauraceae",,
"Miconia erioclada","Miconia","Melastomataceae",,
"Inga sp17","Inga","Fabaceae",,
"Inga MCM352","Inga","Fabaceae",,
"Psychotria ernestii","Psychotria","Rubiaceae",,
"Vochysia sp3","Vochysia","Vochysiaceae",,
"Solanum AM2755","Solanum","Solanaceae",,
"Solanum PCL58","Solanum","Solanaceae",,
"Aniba firmula","Aniba","Lauraceae",,
"Psychotria sp7","Psychotria","Rubiaceae",,
"Protium hebetatum","Protium","Burseraceae",,
"Siparuna sp2","Siparuna","Siparunaceae",,
"Coccoloba steinbachii","Coccoloba","Polygonaceae",,
"Hesperomeles sp1","Hesperomeles","Rosaceae",,
"Trichilia MJM5661","Trichilia","Meliaceae",,
"Protium decandrum","Protium","Burseraceae",,
"Sarcaulus sp3","Sarcaulus","Sapotaceae",,
"Stryphnodendron pulcherrimum","Stryphnodendron","Fabaceae",,
"Escallonia resinosa","Escallonia","Escalloniaceae",,
"Columnea GAT943","Columnea","Gesneriaceae",,
"Erythroxylum ulei","Erythroxylum","Erythroxylaceae",,
"Pentacalia AF17002","Pentacalia","Asteraceae",,
"Schizocalyx peruvianus","Schizocalyx","Rubiaceae",,
"Daphnopsis AM3907","Daphnopsis","Thymelaeaceae",,
"Marcgraviastrum mixtum","Marcgraviastrum","Marcgraviaceae",,
"Solanum iltisii","Solanum","Solanaceae",,
"Siphoneugena sp1","Siphoneugena","Myrtaceae",,
"Heteropterys rubiginosa","Heteropterys","Malpighiaceae",,
"Ficus sp7","Ficus","Moraceae",,
"Meliosma sirensis","Meliosma","Sabiaceae",,
"Fridericia nicotianiflora","Fridericia","Bignoniaceae",,
"Meliosma sp13","Meliosma","Sabiaceae",,
"Serjania ETP107","Serjania","Sapindaceae",,
"Heisteria APC266","Heisteria","Olacaceae",,
"Chionanthus MJM5709","Chionanthus","Oleaceae",,
"Notopleura AF11609","Notopleura","Rubiaceae",,
"Berberis ovalifolia","Berberis","Berberidaceae",,
"Psychotria LC2811","Psychotria","Rubiaceae",,
"Thyrsodium bolivianum","Thyrsodium","Anacardiaceae",,
"Ficus GAT974","Ficus","Moraceae",,
"Coussapoa sp1","Coussapoa","Urticaceae",,
"Piper itayanum","Piper","Piperaceae",,
"Faramea sp4","Faramea","Rubiaceae",,
"Casearia obovalis","Casearia","Salicaceae",,
"Pombalia communis","Pombalia","Violaceae",,
"Tontelea AAD705","Tontelea","Celastraceae",,
"Ferdinandusa sp2","Ferdinandusa","Rubiaceae",,
"Mollinedia sp2","Mollinedia","Monimiaceae",,
"Miconia sp66","Miconia","Melastomataceae",,
"Maytenus ebenifolia","Maytenus","Celastraceae",,
"Solanum riparium","Solanum","Solanaceae",,
"Pseudomalmea diclina","Pseudomalmea","Annonaceae",,
"Alseis reticulata","Alseis","Rubiaceae",,
"Dilodendron bipinnatum","Dilodendron","Sapindaceae",,
"Symplocos AF19446","Symplocos","Symplocaceae",,
"Pera benensis","Pera","Peraceae",,
"Solanum LC3794","Solanum","Solanaceae",,
"Tachia LC701","Tachia","Gentianaceae",,
"Annona williamsii","Annona","Annonaceae",,
"Sloanea garckeana","Sloanea","Elaeocarpaceae",,
"Eugenia MCM1258","Eugenia","Myrtaceae",,
"Alchornea hilariana","Alchornea","Euphorbiaceae",,
"Neea APC56","Neea","Nyctaginaceae",,
"Canavalia MJM6750","Canavalia","Fabaceae",,
"Nordenstamia sp1","Nordenstamia","Asteraceae",,
"Andira APC169","Andira","Fabaceae",,
"Schefflera pentandra","Schefflera","Araliaceae",,
"Fevillea anomalosperma","Fevillea","Cucurbitaceae",,
"Zanthoxylum acuminatum","Zanthoxylum","Rutaceae",,
"Palicourea allenii","Palicourea","Rubiaceae",,
"Cyathea cystolepis","Cyathea","Cyatheaceae",,
"Myrcia tomentosa","Myrcia","Myrtaceae",,
"Pouteria sp","Pouteria","Sapotaceae",,
"Dendropanax sp","Dendropanax","Araliaceae",,
"Piper sp1","Piper","Piperaceae",,
"Aegiphila setiformis","Aegiphila","Lamiaceae",,
"Hiraea VTF329","Hiraea","Malpighiaceae",,
"Croton AF18364","Croton","Euphorbiaceae",,
"Hamelia patens","Hamelia","Rubiaceae",,
"Ocotea HCC72","Ocotea","Lauraceae",,
"Abuta GAT1737","Abuta","Menispermaceae",,
"Miconia fallax","Miconia","Melastomataceae",,
"Psychotria huantensis","Psychotria","Rubiaceae",,
"Casearia sp2","Casearia","Salicaceae",,
"Protium sp13","Protium","Burseraceae",,
"Axinaea sp3","Axinaea","Melastomataceae",,
"Ocotea mandonii","Ocotea","Lauraceae",,
"Rollinia williamsii","Rollinia","Annonaceae",,
"Aiouea NPZ4873","Aiouea","Lauraceae",,
"Mikania steinbachii","Mikania","Asteraceae",,
"Annona AF11414","Annona","Annonaceae",,
"Protium carnosum","Protium","Burseraceae",,
"Oreopanax membranaceum","Oreopanax","Araliaceae",,
"Callaeum antifebrile","Callaeum","Malpighiaceae",,
"Piper aduncum","Piper","Piperaceae",,
"Annona herzogii","Annona","Annonaceae",,
"Cestrum rigidum","Cestrum","Solanaceae",,
"Miconia AF5007","Miconia","Melastomataceae",,
"Piper AF17211","Piper","Piperaceae",,
"Ficus apollinaris","Ficus","Moraceae",,
"Pera MJM6706","Pera","Peraceae",,
"Erythroxylum ruryi","Erythroxylum","Erythroxylaceae",,
"Cestrum mariquitense","Cestrum","Solanaceae",,
"Endlicheria directonervia","Endlicheria","Lauraceae",,
"Ocotea LC6389","Ocotea","Lauraceae",,
"Byrsonima CMG1962","Byrsonima","Malpighiaceae",,
"Cyathea xenoxyla","Cyathea","Cyatheaceae",,
"Vochysia AEC373","Vochysia","Vochysiaceae",,
"Ormosia MJM5951","Ormosia","Fabaceae",,
"Cyathea sp21","Cyathea","Cyatheaceae",,
"Cordia ETP329","Cordia","Boraginaceae",,
"Prunus ILR388","Prunus","Rosaceae",,
"Diplostephium sp2","Diplostephium","Asteraceae",,
"Cremastosperma monospermum","Cremastosperma","Annonaceae",,
"Cyathea dintelmanii","Cyathea","Cyatheaceae",,
"Diplostephium sp3","Diplostephium","Asteraceae",,
"Ficus ecuadorensis","Ficus","Moraceae",,
"Humiriastrum colombianum","Humiriastrum","Humiriaceae",,
"Cyathea sp14","Cyathea","Cyatheaceae",,
"Ruyschia andina","Ruyschia","Marcgraviaceae",,
"Psammisia pauciflora","Psammisia","Ericaceae",,
"Simaba paraensis","Simaba","Simaroubaceae",,
"Miconia sp34","Miconia","Melastomataceae",,
"Terminalia APC124","Terminalia","Combretaceae",,
"Piper RVH750","Piper","Piperaceae",,
"Ocotea sp16","Ocotea","Lauraceae",,
"Phenax uliginosus","Phenax","Urticaceae",,
"Anredera tucumanensis","Anredera","Basellaceae",,
"Salacia MJM5546","Salacia","Celastraceae",,
"Connarus MJM5565","Connarus","Connaraceae",,
"Calyptranthes simulata","Calyptranthes","Myrtaceae",,
"Inga setosa","Inga","Fabaceae",,
"Palicourea triphylla","Palicourea","Rubiaceae",,
"Mikania MCM237","Mikania","Asteraceae",,
"Lonchocarpus sp1","Lonchocarpus","Fabaceae",,
"Pseudobombax munguba","Pseudobombax","Malvaceae",,
"Ocotea AM688","Ocotea","Lauraceae",,
"Trichilia MJM6008","Trichilia","Meliaceae",,
"Weinmannia LC4951","Weinmannia","Cunoniaceae",,
"Cyathea andina","Cyathea","Cyatheaceae",,
"Heteropterys MJM5820","Heteropterys","Malpighiaceae",,
"Ficus GAT2265","Ficus","Moraceae",,
"Cybianthus sp5","Cybianthus","Primulaceae",,
"Hamelia axillaris","Hamelia","Rubiaceae",,
"Cybianthus fosteri","Cybianthus","Primulaceae",,
"Matayba scrobiculata","Matayba","Sapindaceae",,
"Annona edulis","Annona","Annonaceae",,
"Coccoloba lepidota","Coccoloba","Polygonaceae",,
"Gonzalagunia bunchosioides","Gonzalagunia","Rubiaceae",,
"Llerasia NPZ5813","Llerasia","Asteraceae",,
"Guapira noxia","Guapira","Nyctaginaceae",,
"Licania sp4","Licania","Chrysobalanaceae",,
"Nectandra LC2642B","Nectandra","Lauraceae",,
"Plinia sp2","Plinia","Myrtaceae",,
"Oreopanax sp10","Oreopanax","Araliaceae",,
"Byttneria catalpifolia","Byttneria","Malvaceae",,
"Machaerium MJM4431","Machaerium","Fabaceae",,
"Eugenia BNA183","Eugenia","Myrtaceae",,
"Xylopia sericea","Xylopia","Annonaceae",,
"Symplocos robusta","Symplocos","Symplocaceae",,
"Inga ALM248","Inga","Fabaceae",,
"Guatteria sp12","Guatteria","Annonaceae",,
"Baccharis sp1","Baccharis","Asteraceae",,
"Senecio sp4","Senecio","Asteraceae",,
"Tachigali pilosa","Tachigali","Fabaceae",,
"Inga sp23","Inga","Fabaceae",,
"Colubrina glandulosa","Colubrina","Rhamnaceae",,
"Myrcia sp3","Myrcia","Myrtaceae",,
"Byttneria MCT172","Byttneria","Malvaceae",,
"Alibertia sp","Alibertia","Rubiaceae",,
"Miconia sp75","Miconia","Melastomataceae",,
"Miconia sp76","Miconia","Melastomataceae",,
"Senegalia MJM5604","Senegalia","Fabaceae",,
"Juanulloa parasitica","Juanulloa","Solanaceae",,
"Ficus popenoei","Ficus","Moraceae",,
"Adelobotrys LC1116","Adelobotrys","Melastomataceae",,
"Cecropia sp12","Cecropia","Urticaceae",,
"Miconia sp58","Miconia","Melastomataceae",,
"Escallonia sp2","Escallonia","Escalloniaceae",,
"Weinmannia LC4909","Weinmannia","Cunoniaceae",,
"Odontocarya diplobotrya","Odontocarya","Menispermaceae",,
"Croton GAT3235","Croton","Euphorbiaceae",,
"Monnina pseudostipulata","Monnina","Polygalaceae",,
"Parinari excelsa","Parinari","Chrysobalanaceae",,
"Xylosma ILR86","Xylosma","Salicaceae",,
"Randia calycina","Randia","Rubiaceae",,
"Colignonia ovalifolia","Colignonia","Nyctaginaceae",,
"Xylosma benthamii","Xylosma","Salicaceae",,
"Nectandra sp12","Nectandra","Lauraceae",,
"Cyathea sp10","Cyathea","Cyatheaceae",,
"Hexachlamys edulis","Hexachlamys","Myrtaceae",,
"Coussapoa MJM6042","Coussapoa","Urticaceae",,
"Miconia nervosa","Miconia","Melastomataceae",,
"Boehmeria brevirostris","Boehmeria","Urticaceae",,
"Ipomoea philomega","Ipomoea","Convolvulaceae",,
"Fridericia nigrescens","Fridericia","Bignoniaceae",,
"Calyptranthes GAT1109","Calyptranthes","Myrtaceae",,
"Stryphnodendron sp1","Stryphnodendron","Fabaceae",,
